module_id,course_id,module_order,module_title,duration_minutes
1077,133,1,Modul 1: Pengenalan & Overview,58.0
1078,133,2,Modul 2: Konsep Dasar,38.0
1079,133,3,Modul 3: Studi Kasus 1,46.0
1080,133,4,Modul 4: Praktik Langsung,52.0
1081,133,5,Modul 5: Studi Kasus 2,19.0
1082,133,6,Modul 6: Teknik Lanjutan,40.0
1083,133,7,Modul 7: Tools & Best Practices,12.0
1084,133,8,Modul 8: Project Mini,41.0
1085,133,9,Modul 9: Evaluasi & Quiz,26.0
1086,133,10,Modul 10: Studi Kasus Lanjutan,12.0
1087,134,1,Modul 1: Pengenalan & Overview,43.0
1088,134,2,Modul 2: Konsep Dasar,33.0
1089,134,3,Modul 3: Studi Kasus 1,39.0
1090,134,4,Modul 4: Praktik Langsung,12.0
1091,134,5,Modul 5: Studi Kasus 2,30.0
1092,134,6,Modul 6: Teknik Lanjutan,43.0
1093,134,7,Modul 7: Tools & Best Practices,27.0
1094,134,8,Modul 8: Project Mini,26.0
1095,134,9,Modul 9: Evaluasi & Quiz,46.0
1096,135,1,Modul 1: Pengenalan & Overview,51.0
1097,135,2,Modul 2: Konsep Dasar,47.0
1098,135,3,Modul 3: Studi Kasus 1,14.0
1099,135,4,Modul 4: Praktik Langsung,34.0
1100,135,5,Modul 5: Studi Kasus 2,24.0
1101,135,6,Modul 6: Teknik Lanjutan,32.0
1102,135,7,Modul 7: Tools & Best Practices,32.0
1103,136,1,Modul 1: Pengenalan & Overview,40.0
1104,136,2,Modul 2: Konsep Dasar,10.0
1105,136,3,Modul 3: Studi Kasus 1,18.0
1106,136,4,Modul 4: Praktik Langsung,24.0
1107,136,5,Modul 5: Studi Kasus 2,51.0
1108,136,6,Modul 6: Teknik Lanjutan,19.0
1109,136,7,Modul 7: Tools & Best Practices,33.0
1110,136,8,Modul 8: Project Mini,17.0
1111,136,9,Modul 9: Evaluasi & Quiz,36.0
1112,136,10,Modul 10: Studi Kasus Lanjutan,56.0
1113,136,11,Modul 11: Optimasi & Tips,53.0
1114,136,12,Modul 12: Final Project,23.0
1115,137,1,Modul 1: Pengenalan & Overview,51.0
1116,137,2,Modul 2: Konsep Dasar,11.0
1117,137,3,Modul 3: Studi Kasus 1,18.0
1118,137,4,Modul 4: Praktik Langsung,20.0
1119,137,5,Modul 5: Studi Kasus 2,42.0
1120,137,6,Modul 6: Teknik Lanjutan,46.0
1121,137,7,Modul 7: Tools & Best Practices,20.0
1122,137,8,Modul 8: Project Mini,21.0
1123,137,9,Modul 9: Evaluasi & Quiz,35.0
1124,138,1,Modul 1: Pengenalan & Overview,46.0
1125,138,2,Modul 2: Konsep Dasar,56.0
1126,138,3,Modul 3: Studi Kasus 1,28.0
1127,138,4,Modul 4: Praktik Langsung,23.0
1128,139,1,Modul 1: Pengenalan & Overview,40.0
1129,139,2,Modul 2: Konsep Dasar,20.0
1130,139,3,Modul 3: Studi Kasus 1,36.0
1131,139,4,Modul 4: Praktik Langsung,60.0
1132,139,5,Modul 5: Studi Kasus 2,59.0
1133,139,6,Modul 6: Teknik Lanjutan,52.0
1134,139,7,Modul 7: Tools & Best Practices,20.0
1135,139,8,Modul 8: Project Mini,31.0
1136,139,9,Modul 9: Evaluasi & Quiz,48.0
1137,140,1,Modul 1: Pengenalan & Overview,24.0
1138,140,2,Modul 2: Konsep Dasar,18.0
1139,140,3,Modul 3: Studi Kasus 1,22.0
1140,140,4,Modul 4: Praktik Langsung,42.0
1141,140,5,Modul 5: Studi Kasus 2,19.0
1142,140,6,Modul 6: Teknik Lanjutan,21.0
1143,140,7,Modul 7: Tools & Best Practices,49.0
1144,140,8,Modul 8: Project Mini,60.0
1145,140,9,Modul 9: Evaluasi & Quiz,58.0
1146,140,10,Modul 10: Studi Kasus Lanjutan,40.0
1147,140,11,Modul 11: Optimasi & Tips,48.0
1148,140,12,Modul 12: Final Project,10.0
1149,141,1,Modul 1: Pengenalan & Overview,59.0
1150,141,2,Modul 2: Konsep Dasar,37.0
1151,141,3,Modul 3: Studi Kasus 1,33.0
1152,141,4,Modul 4: Praktik Langsung,54.0
1153,141,5,Modul 5: Studi Kasus 2,24.0
1154,142,1,Modul 1: Pengenalan & Overview,40.0
1155,142,2,Modul 2: Konsep Dasar,34.0
1156,142,3,Modul 3: Studi Kasus 1,57.0
1157,142,4,Modul 4: Praktik Langsung,54.0
1158,142,5,Modul 5: Studi Kasus 2,37.0
1159,143,1,Modul 1: Pengenalan & Overview,40.0
1160,143,2,Modul 2: Konsep Dasar,15.0
1161,143,3,Modul 3: Studi Kasus 1,44.0
1162,143,4,Modul 4: Praktik Langsung,
1163,143,5,Modul 5: Studi Kasus 2,57.0
1164,143,6,Modul 6: Teknik Lanjutan,46.0
1165,143,7,Modul 7: Tools & Best Practices,
1166,143,8,Modul 8: Project Mini,51.0
1167,143,9,Modul 9: Evaluasi & Quiz,30.0
1168,143,10,Modul 10: Studi Kasus Lanjutan,16.0
1169,143,11,Modul 11: Optimasi & Tips,51.0
1170,144,1,Modul 1: Pengenalan & Overview,26.0
1171,144,2,Modul 2: Konsep Dasar,37.0
1172,144,3,Modul 3: Studi Kasus 1,49.0
1173,144,4,Modul 4: Praktik Langsung,53.0
1174,144,5,Modul 5: Studi Kasus 2,23.0
1175,144,6,Modul 6: Teknik Lanjutan,60.0
1176,144,7,Modul 7: Tools & Best Practices,21.0
1177,144,8,Modul 8: Project Mini,45.0
1178,144,9,Modul 9: Evaluasi & Quiz,29.0
1179,144,10,Modul 10: Studi Kasus Lanjutan,59.0
1180,144,11,Modul 11: Optimasi & Tips,57.0
1181,145,1,Modul 1: Pengenalan & Overview,52.0
1182,145,2,Modul 2: Konsep Dasar,24.0
1183,145,3,Modul 3: Studi Kasus 1,54.0
1184,145,4,Modul 4: Praktik Langsung,16.0
1185,145,5,Modul 5: Studi Kasus 2,35.0
1186,146,1,Modul 1: Pengenalan & Overview,45.0
1187,146,2,Modul 2: Konsep Dasar,53.0
1188,146,3,Modul 3: Studi Kasus 1,20.0
1189,146,4,Modul 4: Praktik Langsung,
1190,146,5,Modul 5: Studi Kasus 2,15.0
1191,147,1,Modul 1: Pengenalan & Overview,40.0
1192,147,2,Modul 2: Konsep Dasar,37.0
1193,147,3,Modul 3: Studi Kasus 1,26.0
1194,147,4,Modul 4: Praktik Langsung,15.0
1195,148,1,Modul 1: Pengenalan & Overview,56.0
1196,148,2,Modul 2: Konsep Dasar,35.0
1197,148,3,Modul 3: Studi Kasus 1,43.0
1198,148,4,Modul 4: Praktik Langsung,48.0
1199,148,5,Modul 5: Studi Kasus 2,59.0
1200,148,6,Modul 6: Teknik Lanjutan,50.0
1201,148,7,Modul 7: Tools & Best Practices,10.0
1202,148,8,Modul 8: Project Mini,52.0
1203,148,9,Modul 9: Evaluasi & Quiz,43.0
1204,148,10,Modul 10: Studi Kasus Lanjutan,12.0
1205,149,1,Modul 1: Pengenalan & Overview,42.0
1206,149,2,Modul 2: Konsep Dasar,24.0
1207,149,3,Modul 3: Studi Kasus 1,53.0
1208,149,4,Modul 4: Praktik Langsung,25.0
1209,149,5,Modul 5: Studi Kasus 2,20.0
1210,149,6,Modul 6: Teknik Lanjutan,27.0
1211,149,7,Modul 7: Tools & Best Practices,32.0
1212,149,8,Modul 8: Project Mini,35.0
1213,149,9,Modul 9: Evaluasi & Quiz,
1214,149,10,Modul 10: Studi Kasus Lanjutan,55.0
1215,149,11,Modul 11: Optimasi & Tips,15.0
1216,149,12,Modul 12: Final Project,56.0
1217,150,1,Modul 1: Pengenalan & Overview,47.0
1218,150,2,Modul 2: Konsep Dasar,27.0
1219,150,3,Modul 3: Studi Kasus 1,22.0
1220,150,4,Modul 4: Praktik Langsung,35.0
1221,150,5,Modul 5: Studi Kasus 2,26.0
1222,150,6,Modul 6: Teknik Lanjutan,42.0
1223,150,7,Modul 7: Tools & Best Practices,14.0
1224,151,1,Modul 1: Pengenalan & Overview,31.0
1225,151,2,Modul 2: Konsep Dasar,42.0
1226,151,3,Modul 3: Studi Kasus 1,44.0
1227,151,4,Modul 4: Praktik Langsung,46.0
1228,151,5,Modul 5: Studi Kasus 2,38.0
1229,151,6,Modul 6: Teknik Lanjutan,46.0
1230,152,1,Modul 1: Pengenalan & Overview,25.0
1231,152,2,Modul 2: Konsep Dasar,59.0
1232,152,3,Modul 3: Studi Kasus 1,39.0
1233,152,4,Modul 4: Praktik Langsung,11.0
1234,152,5,Modul 5: Studi Kasus 2,26.0
1235,152,6,Modul 6: Teknik Lanjutan,50.0
1236,152,7,Modul 7: Tools & Best Practices,24.0
1237,152,8,Modul 8: Project Mini,24.0
1238,152,9,Modul 9: Evaluasi & Quiz,36.0
1239,152,10,Modul 10: Studi Kasus Lanjutan,43.0
1240,153,1,Modul 1: Pengenalan & Overview,54.0
1241,153,2,Modul 2: Konsep Dasar,25.0
1242,153,3,Modul 3: Studi Kasus 1,35.0
1243,153,4,Modul 4: Praktik Langsung,31.0
1244,153,5,Modul 5: Studi Kasus 2,21.0
1245,153,6,Modul 6: Teknik Lanjutan,32.0
1246,153,7,Modul 7: Tools & Best Practices,46.0
1247,153,8,Modul 8: Project Mini,57.0
1248,153,9,Modul 9: Evaluasi & Quiz,22.0
1249,153,10,Modul 10: Studi Kasus Lanjutan,22.0
1250,153,11,Modul 11: Optimasi & Tips,25.0
1251,154,1,Modul 1: Pengenalan & Overview,23.0
1252,154,2,Modul 2: Konsep Dasar,25.0
1253,154,3,Modul 3: Studi Kasus 1,32.0
1254,154,4,Modul 4: Praktik Langsung,16.0
1255,154,5,Modul 5: Studi Kasus 2,15.0
1256,154,6,Modul 6: Teknik Lanjutan,52.0
1257,155,1,Modul 1: Pengenalan & Overview,10.0
1258,155,2,Modul 2: Konsep Dasar,44.0
1259,155,3,Modul 3: Studi Kasus 1,40.0
1260,155,4,Modul 4: Praktik Langsung,30.0
1261,155,5,Modul 5: Studi Kasus 2,46.0
1262,155,6,Modul 6: Teknik Lanjutan,41.0
1263,155,7,Modul 7: Tools & Best Practices,58.0
1264,155,8,Modul 8: Project Mini,27.0
1265,155,9,Modul 9: Evaluasi & Quiz,58.0
1266,155,10,Modul 10: Studi Kasus Lanjutan,13.0
1267,155,11,Modul 11: Optimasi & Tips,37.0
1268,156,1,Modul 1: Pengenalan & Overview,44.0
1269,156,2,Modul 2: Konsep Dasar,32.0
1270,156,3,Modul 3: Studi Kasus 1,53.0
1271,156,4,Modul 4: Praktik Langsung,39.0
1272,156,5,Modul 5: Studi Kasus 2,54.0
1273,157,1,Modul 1: Pengenalan & Overview,30.0
1274,157,2,Modul 2: Konsep Dasar,10.0
1275,157,3,Modul 3: Studi Kasus 1,34.0
1276,157,4,Modul 4: Praktik Langsung,30.0
1277,157,5,Modul 5: Studi Kasus 2,26.0
1278,157,6,Modul 6: Teknik Lanjutan,26.0
1279,157,7,Modul 7: Tools & Best Practices,40.0
1280,157,8,Modul 8: Project Mini,31.0
1281,157,9,Modul 9: Evaluasi & Quiz,41.0
1282,157,10,Modul 10: Studi Kasus Lanjutan,36.0
1283,158,1,Modul 1: Pengenalan & Overview,33.0
1284,158,2,Modul 2: Konsep Dasar,35.0
1285,158,3,Modul 3: Studi Kasus 1,21.0
1286,158,4,Modul 4: Praktik Langsung,46.0
1287,158,5,Modul 5: Studi Kasus 2,16.0
1288,158,6,Modul 6: Teknik Lanjutan,25.0
1289,158,7,Modul 7: Tools & Best Practices,34.0
1290,158,8,Modul 8: Project Mini,57.0
1291,159,1,Modul 1: Pengenalan & Overview,10.0
1292,159,2,Modul 2: Konsep Dasar,41.0
1293,159,3,Modul 3: Studi Kasus 1,50.0
1294,159,4,Modul 4: Praktik Langsung,56.0
1295,159,5,Modul 5: Studi Kasus 2,41.0
1296,159,6,Modul 6: Teknik Lanjutan,45.0
1297,159,7,Modul 7: Tools & Best Practices,13.0
1298,159,8,Modul 8: Project Mini,54.0
1299,159,9,Modul 9: Evaluasi & Quiz,23.0
1300,159,10,Modul 10: Studi Kasus Lanjutan,40.0
1301,160,1,Modul 1: Pengenalan & Overview,16.0
1302,160,2,Modul 2: Konsep Dasar,31.0
1303,160,3,Modul 3: Studi Kasus 1,33.0
1304,160,4,Modul 4: Praktik Langsung,26.0
1305,161,1,Modul 1: Pengenalan & Overview,36.0
1306,161,2,Modul 2: Konsep Dasar,53.0
1307,161,3,Modul 3: Studi Kasus 1,22.0
1308,161,4,Modul 4: Praktik Langsung,51.0
1309,161,5,Modul 5: Studi Kasus 2,21.0
1310,161,6,Modul 6: Teknik Lanjutan,28.0
1311,161,7,Modul 7: Tools & Best Practices,53.0
1312,161,8,Modul 8: Project Mini,59.0
1313,161,9,Modul 9: Evaluasi & Quiz,15.0
1314,161,10,Modul 10: Studi Kasus Lanjutan,28.0
1315,162,1,Modul 1: Pengenalan & Overview,19.0
1316,162,2,Modul 2: Konsep Dasar,50.0
1317,162,3,Modul 3: Studi Kasus 1,31.0
1318,162,4,Modul 4: Praktik Langsung,49.0
1319,162,5,Modul 5: Studi Kasus 2,14.0
1320,162,6,Modul 6: Teknik Lanjutan,31.0
1321,162,7,Modul 7: Tools & Best Practices,30.0
1322,162,8,Modul 8: Project Mini,55.0
1323,162,9,Modul 9: Evaluasi & Quiz,51.0
1324,162,10,Modul 10: Studi Kasus Lanjutan,38.0
1325,163,1,Modul 1: Pengenalan & Overview,33.0
1326,163,2,Modul 2: Konsep Dasar,43.0
1327,163,3,Modul 3: Studi Kasus 1,36.0
1328,163,4,Modul 4: Praktik Langsung,11.0
1329,163,5,Modul 5: Studi Kasus 2,25.0
1330,163,6,Modul 6: Teknik Lanjutan,57.0
1331,163,7,Modul 7: Tools & Best Practices,15.0
1332,163,8,Modul 8: Project Mini,35.0
1333,164,1,Modul 1: Pengenalan & Overview,14.0
1334,164,2,Modul 2: Konsep Dasar,40.0
1335,164,3,Modul 3: Studi Kasus 1,11.0
1336,164,4,Modul 4: Praktik Langsung,43.0
1337,164,5,Modul 5: Studi Kasus 2,15.0
1338,165,1,Modul 1: Pengenalan & Overview,49.0
1339,165,2,Modul 2: Konsep Dasar,51.0
1340,165,3,Modul 3: Studi Kasus 1,34.0
1341,165,4,Modul 4: Praktik Langsung,25.0
1342,165,5,Modul 5: Studi Kasus 2,38.0
1343,165,6,Modul 6: Teknik Lanjutan,18.0
1344,166,1,Modul 1: Pengenalan & Overview,20.0
1345,166,2,Modul 2: Konsep Dasar,52.0
1346,166,3,Modul 3: Studi Kasus 1,30.0
1347,166,4,Modul 4: Praktik Langsung,39.0
1348,166,5,Modul 5: Studi Kasus 2,44.0
1349,166,6,Modul 6: Teknik Lanjutan,45.0
1350,166,7,Modul 7: Tools & Best Practices,54.0
1351,166,8,Modul 8: Project Mini,47.0
1352,166,9,Modul 9: Evaluasi & Quiz,50.0
1353,166,10,Modul 10: Studi Kasus Lanjutan,46.0
1354,166,11,Modul 11: Optimasi & Tips,50.0
1355,167,1,Modul 1: Pengenalan & Overview,29.0
1356,167,2,Modul 2: Konsep Dasar,40.0
1357,167,3,Modul 3: Studi Kasus 1,15.0
1358,167,4,Modul 4: Praktik Langsung,33.0
1359,167,5,Modul 5: Studi Kasus 2,19.0
1360,167,6,Modul 6: Teknik Lanjutan,10.0
1361,167,7,Modul 7: Tools & Best Practices,58.0
1362,167,8,Modul 8: Project Mini,32.0
1363,167,9,Modul 9: Evaluasi & Quiz,
1364,167,10,Modul 10: Studi Kasus Lanjutan,41.0
1365,167,11,Modul 11: Optimasi & Tips,40.0
1366,168,1,Modul 1: Pengenalan & Overview,59.0
1367,168,2,Modul 2: Konsep Dasar,28.0
1368,168,3,Modul 3: Studi Kasus 1,
1369,168,4,Modul 4: Praktik Langsung,33.0
1370,168,5,Modul 5: Studi Kasus 2,45.0
1371,168,6,Modul 6: Teknik Lanjutan,25.0
1372,168,7,Modul 7: Tools & Best Practices,57.0
1373,168,8,Modul 8: Project Mini,34.0
1374,168,9,Modul 9: Evaluasi & Quiz,15.0
1375,168,10,Modul 10: Studi Kasus Lanjutan,25.0
1376,168,11,Modul 11: Optimasi & Tips,49.0
1377,168,12,Modul 12: Final Project,53.0
1378,169,1,Modul 1: Pengenalan & Overview,51.0
1379,169,2,Modul 2: Konsep Dasar,27.0
1380,169,3,Modul 3: Studi Kasus 1,14.0
1381,169,4,Modul 4: Praktik Langsung,28.0
1382,169,5,Modul 5: Studi Kasus 2,39.0
1383,170,1,Modul 1: Pengenalan & Overview,27.0
1384,170,2,Modul 2: Konsep Dasar,41.0
1385,170,3,Modul 3: Studi Kasus 1,11.0
1386,170,4,Modul 4: Praktik Langsung,44.0
1387,170,5,Modul 5: Studi Kasus 2,16.0
1388,170,6,Modul 6: Teknik Lanjutan,18.0
1389,170,7,Modul 7: Tools & Best Practices,
1390,170,8,Modul 8: Project Mini,15.0
1391,170,9,Modul 9: Evaluasi & Quiz,41.0
1392,171,1,Modul 1: Pengenalan & Overview,36.0
1393,171,2,Modul 2: Konsep Dasar,41.0
1394,171,3,Modul 3: Studi Kasus 1,39.0
1395,171,4,Modul 4: Praktik Langsung,12.0
1396,171,5,Modul 5: Studi Kasus 2,58.0
1397,172,1,Modul 1: Pengenalan & Overview,13.0
1398,172,2,Modul 2: Konsep Dasar,35.0
1399,172,3,Modul 3: Studi Kasus 1,40.0
1400,172,4,Modul 4: Praktik Langsung,26.0
1401,172,5,Modul 5: Studi Kasus 2,10.0
1402,172,6,Modul 6: Teknik Lanjutan,59.0
1403,172,7,Modul 7: Tools & Best Practices,34.0
1404,172,8,Modul 8: Project Mini,38.0
1405,172,9,Modul 9: Evaluasi & Quiz,12.0
1406,173,1,Modul 1: Pengenalan & Overview,57.0
1407,173,2,Modul 2: Konsep Dasar,43.0
1408,173,3,Modul 3: Studi Kasus 1,23.0
1409,173,4,Modul 4: Praktik Langsung,53.0
1410,173,5,Modul 5: Studi Kasus 2,30.0
1411,173,6,Modul 6: Teknik Lanjutan,56.0
1412,173,7,Modul 7: Tools & Best Practices,45.0
1413,173,8,Modul 8: Project Mini,26.0
1414,173,9,Modul 9: Evaluasi & Quiz,29.0
1415,174,1,Modul 1: Pengenalan & Overview,13.0
1416,174,2,Modul 2: Konsep Dasar,23.0
1417,174,3,Modul 3: Studi Kasus 1,25.0
1418,174,4,Modul 4: Praktik Langsung,
1419,174,5,Modul 5: Studi Kasus 2,60.0
1420,174,6,Modul 6: Teknik Lanjutan,17.0
1421,174,7,Modul 7: Tools & Best Practices,
1422,174,8,Modul 8: Project Mini,12.0
1423,174,9,Modul 9: Evaluasi & Quiz,54.0
1424,175,1,Modul 1: Pengenalan & Overview,48.0
1425,175,2,Modul 2: Konsep Dasar,59.0
1426,175,3,Modul 3: Studi Kasus 1,20.0
1427,175,4,Modul 4: Praktik Langsung,53.0
1428,175,5,Modul 5: Studi Kasus 2,58.0
1429,176,1,Modul 1: Pengenalan & Overview,13.0
1430,176,2,Modul 2: Konsep Dasar,19.0
1431,176,3,Modul 3: Studi Kasus 1,60.0
1432,176,4,Modul 4: Praktik Langsung,41.0
1433,176,5,Modul 5: Studi Kasus 2,45.0
1434,177,1,Modul 1: Pengenalan & Overview,58.0
1435,177,2,Modul 2: Konsep Dasar,38.0
1436,177,3,Modul 3: Studi Kasus 1,11.0
1437,177,4,Modul 4: Praktik Langsung,32.0
1438,177,5,Modul 5: Studi Kasus 2,26.0
1439,177,6,Modul 6: Teknik Lanjutan,41.0
1440,178,1,Modul 1: Pengenalan & Overview,45.0
1441,178,2,Modul 2: Konsep Dasar,54.0
1442,178,3,Modul 3: Studi Kasus 1,46.0
1443,178,4,Modul 4: Praktik Langsung,32.0
1444,178,5,Modul 5: Studi Kasus 2,39.0
1445,179,1,Modul 1: Pengenalan & Overview,48.0
1446,179,2,Modul 2: Konsep Dasar,45.0
1447,179,3,Modul 3: Studi Kasus 1,43.0
1448,179,4,Modul 4: Praktik Langsung,28.0
1449,179,5,Modul 5: Studi Kasus 2,44.0
1450,179,6,Modul 6: Teknik Lanjutan,10.0
1451,179,7,Modul 7: Tools & Best Practices,42.0
1452,179,8,Modul 8: Project Mini,21.0
1453,179,9,Modul 9: Evaluasi & Quiz,49.0
1454,179,10,Modul 10: Studi Kasus Lanjutan,59.0
1455,180,1,Modul 1: Pengenalan & Overview,30.0
1456,180,2,Modul 2: Konsep Dasar,52.0
1457,180,3,Modul 3: Studi Kasus 1,34.0
1458,180,4,Modul 4: Praktik Langsung,53.0
1459,180,5,Modul 5: Studi Kasus 2,45.0
1460,180,6,Modul 6: Teknik Lanjutan,28.0
1461,180,7,Modul 7: Tools & Best Practices,51.0
1462,180,8,Modul 8: Project Mini,16.0
1463,180,9,Modul 9: Evaluasi & Quiz,14.0
1464,180,10,Modul 10: Studi Kasus Lanjutan,18.0
1465,181,1,Modul 1: Pengenalan & Overview,12.0
1466,181,2,Modul 2: Konsep Dasar,41.0
1467,181,3,Modul 3: Studi Kasus 1,12.0
1468,181,4,Modul 4: Praktik Langsung,34.0
1469,181,5,Modul 5: Studi Kasus 2,43.0
1470,181,6,Modul 6: Teknik Lanjutan,47.0
1471,181,7,Modul 7: Tools & Best Practices,33.0
1472,181,8,Modul 8: Project Mini,55.0
1473,181,9,Modul 9: Evaluasi & Quiz,23.0
1474,181,10,Modul 10: Studi Kasus Lanjutan,15.0
1475,181,11,Modul 11: Optimasi & Tips,50.0
1476,181,12,Modul 12: Final Project,45.0
1477,182,1,Modul 1: Pengenalan & Overview,36.0
1478,182,2,Modul 2: Konsep Dasar,60.0
1479,182,3,Modul 3: Studi Kasus 1,49.0
1480,182,4,Modul 4: Praktik Langsung,12.0
1481,182,5,Modul 5: Studi Kasus 2,29.0
1482,182,6,Modul 6: Teknik Lanjutan,23.0
1483,182,7,Modul 7: Tools & Best Practices,16.0
1484,182,8,Modul 8: Project Mini,24.0
1485,182,9,Modul 9: Evaluasi & Quiz,22.0
1486,182,10,Modul 10: Studi Kasus Lanjutan,52.0
1487,183,1,Modul 1: Pengenalan & Overview,50.0
1488,183,2,Modul 2: Konsep Dasar,45.0
1489,183,3,Modul 3: Studi Kasus 1,36.0
1490,183,4,Modul 4: Praktik Langsung,59.0
1491,184,1,Modul 1: Pengenalan & Overview,32.0
1492,184,2,Modul 2: Konsep Dasar,54.0
1493,184,3,Modul 3: Studi Kasus 1,16.0
1494,184,4,Modul 4: Praktik Langsung,21.0
1495,184,5,Modul 5: Studi Kasus 2,42.0
1496,185,1,Modul 1: Pengenalan & Overview,20.0
1497,185,2,Modul 2: Konsep Dasar,48.0
1498,185,3,Modul 3: Studi Kasus 1,32.0
1499,185,4,Modul 4: Praktik Langsung,45.0
1500,185,5,Modul 5: Studi Kasus 2,30.0
1501,185,6,Modul 6: Teknik Lanjutan,36.0
1502,185,7,Modul 7: Tools & Best Practices,37.0
1503,186,1,Modul 1: Pengenalan & Overview,30.0
1504,186,2,Modul 2: Konsep Dasar,46.0
1505,186,3,Modul 3: Studi Kasus 1,34.0
1506,186,4,Modul 4: Praktik Langsung,57.0
1507,186,5,Modul 5: Studi Kasus 2,38.0
1508,186,6,Modul 6: Teknik Lanjutan,
1509,186,7,Modul 7: Tools & Best Practices,12.0
1510,186,8,Modul 8: Project Mini,
1511,186,9,Modul 9: Evaluasi & Quiz,18.0
1512,186,10,Modul 10: Studi Kasus Lanjutan,
1513,186,11,Modul 11: Optimasi & Tips,24.0
1514,186,12,Modul 12: Final Project,30.0
1515,187,1,Modul 1: Pengenalan & Overview,54.0
1516,187,2,Modul 2: Konsep Dasar,45.0
1517,187,3,Modul 3: Studi Kasus 1,46.0
1518,187,4,Modul 4: Praktik Langsung,19.0
1519,187,5,Modul 5: Studi Kasus 2,39.0
1520,188,1,Modul 1: Pengenalan & Overview,18.0
1521,188,2,Modul 2: Konsep Dasar,47.0
1522,188,3,Modul 3: Studi Kasus 1,26.0
1523,188,4,Modul 4: Praktik Langsung,15.0
1524,188,5,Modul 5: Studi Kasus 2,46.0
1525,188,6,Modul 6: Teknik Lanjutan,56.0
1526,188,7,Modul 7: Tools & Best Practices,30.0
1527,188,8,Modul 8: Project Mini,21.0
1528,189,1,Modul 1: Pengenalan & Overview,54.0
1529,189,2,Modul 2: Konsep Dasar,16.0
1530,189,3,Modul 3: Studi Kasus 1,29.0
1531,189,4,Modul 4: Praktik Langsung,46.0
1532,190,1,Modul 1: Pengenalan & Overview,59.0
1533,190,2,Modul 2: Konsep Dasar,59.0
1534,190,3,Modul 3: Studi Kasus 1,37.0
1535,190,4,Modul 4: Praktik Langsung,17.0
1536,190,5,Modul 5: Studi Kasus 2,24.0
1537,190,6,Modul 6: Teknik Lanjutan,48.0
1538,190,7,Modul 7: Tools & Best Practices,50.0
1539,190,8,Modul 8: Project Mini,34.0
1540,191,1,Modul 1: Pengenalan & Overview,43.0
1541,191,2,Modul 2: Konsep Dasar,44.0
1542,191,3,Modul 3: Studi Kasus 1,30.0
1543,191,4,Modul 4: Praktik Langsung,24.0
1544,191,5,Modul 5: Studi Kasus 2,53.0
1545,191,6,Modul 6: Teknik Lanjutan,35.0
1546,191,7,Modul 7: Tools & Best Practices,58.0
1547,191,8,Modul 8: Project Mini,42.0
1548,191,9,Modul 9: Evaluasi & Quiz,37.0
1549,191,10,Modul 10: Studi Kasus Lanjutan,35.0
1550,191,11,Modul 11: Optimasi & Tips,31.0
1551,192,1,Modul 1: Pengenalan & Overview,46.0
1552,192,2,Modul 2: Konsep Dasar,45.0
1553,192,3,Modul 3: Studi Kasus 1,15.0
1554,192,4,Modul 4: Praktik Langsung,37.0
1555,192,5,Modul 5: Studi Kasus 2,18.0
1556,192,6,Modul 6: Teknik Lanjutan,40.0
1557,192,7,Modul 7: Tools & Best Practices,41.0
1558,192,8,Modul 8: Project Mini,46.0
1559,192,9,Modul 9: Evaluasi & Quiz,49.0
1560,192,10,Modul 10: Studi Kasus Lanjutan,43.0
1561,193,1,Modul 1: Pengenalan & Overview,14.0
1562,193,2,Modul 2: Konsep Dasar,37.0
1563,193,3,Modul 3: Studi Kasus 1,46.0
1564,193,4,Modul 4: Praktik Langsung,52.0
1565,193,5,Modul 5: Studi Kasus 2,33.0
1566,193,6,Modul 6: Teknik Lanjutan,30.0
1567,193,7,Modul 7: Tools & Best Practices,51.0
1568,193,8,Modul 8: Project Mini,29.0
1569,193,9,Modul 9: Evaluasi & Quiz,32.0
1570,194,1,Modul 1: Pengenalan & Overview,38.0
1571,194,2,Modul 2: Konsep Dasar,38.0
1572,194,3,Modul 3: Studi Kasus 1,24.0
1573,194,4,Modul 4: Praktik Langsung,33.0
1574,195,1,Modul 1: Pengenalan & Overview,56.0
1575,195,2,Modul 2: Konsep Dasar,17.0
1576,195,3,Modul 3: Studi Kasus 1,25.0
1577,195,4,Modul 4: Praktik Langsung,19.0
1578,195,5,Modul 5: Studi Kasus 2,
1579,195,6,Modul 6: Teknik Lanjutan,54.0
1580,195,7,Modul 7: Tools & Best Practices,29.0
1581,195,8,Modul 8: Project Mini,11.0
1582,195,9,Modul 9: Evaluasi & Quiz,57.0
1583,196,1,Modul 1: Pengenalan & Overview,23.0
1584,196,2,Modul 2: Konsep Dasar,58.0
1585,196,3,Modul 3: Studi Kasus 1,40.0
1586,196,4,Modul 4: Praktik Langsung,19.0
1587,196,5,Modul 5: Studi Kasus 2,
1588,196,6,Modul 6: Teknik Lanjutan,47.0
1589,196,7,Modul 7: Tools & Best Practices,43.0
1590,196,8,Modul 8: Project Mini,20.0
1591,196,9,Modul 9: Evaluasi & Quiz,22.0
1592,197,1,Modul 1: Pengenalan & Overview,49.0
1593,197,2,Modul 2: Konsep Dasar,39.0
1594,197,3,Modul 3: Studi Kasus 1,10.0
1595,197,4,Modul 4: Praktik Langsung,52.0
1596,197,5,Modul 5: Studi Kasus 2,52.0
