progress_id,enrollment_id,module_id,access_date,access_timestamp,status,time_spent_minutes,completion_date,completion_timestamp,has_access_time,time_spent_flag
12774,2863,441,2026-06-21,2026-06-21 01:53:31,completed,37.0,2026-06-21,2026-06-21 02:30:31,True,normal
12775,2863,442,2026-06-30,2026-06-30 04:28:06,completed,29.0,2026-06-30,2026-06-30 04:57:06,True,normal
12776,2864,2224,2026-06-06,2026-06-06 05:46:55,completed,11.0,2026-06-06,2026-06-06 05:57:55,True,normal
12777,2864,2225,2026-06-16,2026-06-16 21:03:58,completed,46.0,2026-06-16,2026-06-16 21:49:58,True,normal
12778,2864,2226,2026-06-25,2026-06-25 19:50:51,completed,60.0,2026-06-25,2026-06-25 20:50:51,True,normal
12779,2864,2227,2026-06-29,2026-06-29 19:07:53,in_progress,81.0,,,True,normal
12780,2865,799,2025-07-05,2025-07-05 14:40:10,completed,52.0,2025-07-05,2025-07-05 15:32:10,True,normal
12781,2865,800,2025-07-10,2025-07-10 12:38:04,completed,41.0,2025-07-10,2025-07-10 13:19:04,True,normal
12782,2865,801,2025-07-16,2025-07-16 13:30:21,completed,29.0,2025-07-16,2025-07-16 13:59:21,True,normal
12783,2865,802,2025-07-23,2025-07-23 19:03:23,completed,53.0,2025-07-23,2025-07-23 19:56:23,True,normal
12784,2865,803,2025-07-25,2025-07-25 21:00:56,completed,16.0,2025-07-25,2025-07-25 21:16:56,True,normal
12785,2865,804,2025-08-01,2025-08-01 22:57:10,in_progress,59.0,,,True,normal
12786,2866,2028,2026-03-29,2026-03-29 15:31:08,completed,61.0,2026-03-29,2026-03-29 16:32:08,True,normal
12787,2866,2029,2026-04-03,2026-04-03 12:32:08,completed,18.0,2026-04-03,2026-04-03 12:50:08,True,normal
12788,2866,2030,2026-04-03,2026-04-03 15:58:02,completed,58.0,2026-04-03,2026-04-03 16:56:02,True,normal
12789,2866,2031,2026-04-08,2026-04-08 08:40:39,in_progress,94.0,,,True,normal
12790,2867,1532,2025-11-21,2025-11-21 18:15:53,completed,65.0,2025-11-21,2025-11-21 19:20:53,True,normal
12791,2867,1533,2025-11-22,2025-11-22 07:49:34,completed,75.0,2025-11-22,2025-11-22 09:04:34,True,normal
12792,2867,1534,2025-12-01,2025-12-01 21:00:59,completed,56.0,2025-12-01,2025-12-01 21:56:59,True,normal
12793,2867,1535,2025-12-07,2025-12-07 10:38:47,completed,13.0,2025-12-07,2025-12-07 10:51:47,True,normal
12794,2867,1536,2025-12-16,2025-12-16 20:28:50,completed,32.0,2025-12-16,2025-12-16 21:00:50,True,normal
12795,2869,2028,2026-05-29,2026-05-29 21:54:39,completed,50.0,2026-05-29,2026-05-29 22:44:39,True,normal
12796,2869,2029,2026-05-31,2026-05-31 15:04:25,completed,24.0,2026-05-31,2026-05-31 15:28:25,True,normal
12797,2869,2030,2026-06-10,2026-06-10 22:45:21,completed,41.0,2026-06-10,2026-06-10 23:26:21,True,normal
12798,2869,2031,2026-06-19,2026-06-19 06:35:21,completed,51.0,2026-06-19,2026-06-19 07:26:21,True,normal
12799,2869,2032,2026-06-20,2026-06-20 20:27:41,completed,49.0,2026-06-20,2026-06-20 21:16:41,True,normal
12800,2869,2033,2026-06-24,2026-06-24 08:48:05,completed,24.0,2026-06-24,2026-06-24 09:12:05,True,normal
12801,2869,2034,2026-06-25,2026-06-25 13:56:24,completed,66.0,2026-06-25,2026-06-25 15:02:24,True,normal
12802,2869,2035,2026-06-26,2026-06-26 21:41:25,completed,29.0,2026-06-26,2026-06-26 22:10:25,True,normal
12803,2869,2036,2026-07-06,2026-07-06 21:41:09,completed,23.0,2026-07-06,2026-07-06 22:04:09,True,normal
12804,2870,1703,2026-05-19,2026-05-19 18:00:02,completed,21.0,2026-05-19,2026-05-19 18:21:02,True,normal
12805,2870,1704,2026-05-23,2026-05-23 14:11:22,completed,44.0,2026-05-23,2026-05-23 14:55:22,True,normal
12806,2870,1705,2026-05-26,2026-05-26 20:04:37,in_progress,,,,True,was_negative
12807,2871,46,2025-11-12,2025-11-12 17:37:09,completed,22.0,2025-11-12,2025-11-12 17:59:09,True,normal
12808,2871,47,2025-11-18,2025-11-18 23:38:47,completed,46.0,2025-11-18,2025-11-19 00:24:47,True,normal
12809,2871,48,2025-11-27,2025-11-27 13:31:18,completed,19.0,2025-11-27,2025-11-27 13:50:18,True,normal
12810,2871,49,2025-12-01,2025-12-01 14:42:29,completed,48.0,2025-12-01,2025-12-01 15:30:29,True,normal
12811,2871,50,2025-12-08,2025-12-08 20:53:22,completed,27.0,2025-12-08,2025-12-08 21:20:22,True,normal
12812,2871,51,2025-12-18,2025-12-18 20:45:52,completed,28.0,2025-12-18,2025-12-18 21:13:52,True,normal
12813,2872,1598,2025-12-30,2025-12-30 06:35:02,completed,67.0,2025-12-30,2025-12-30 07:42:02,True,normal
12814,2872,1599,2026-01-09,2026-01-09 13:43:38,completed,33.0,2026-01-09,2026-01-09 14:16:38,True,normal
12815,2872,1600,2026-01-14,2026-01-14 12:41:22,completed,85.0,2026-01-14,2026-01-14 14:06:22,True,normal
12816,2872,1601,2026-01-17,2026-01-17 08:29:28,completed,52.0,2026-01-17,2026-01-17 09:21:28,True,normal
12817,2872,1602,2026-01-17,2026-01-17 17:32:08,completed,48.0,2026-01-17,2026-01-17 18:20:08,True,normal
12818,2872,1603,2026-01-23,2026-01-23 04:57:13,completed,23.0,2026-01-23,2026-01-23 05:20:13,True,normal
12819,2872,1604,2026-02-02,2026-02-02 13:32:10,completed,47.0,2026-02-02,2026-02-02 14:19:10,True,normal
12820,2872,1605,2026-02-04,2026-02-04 20:27:53,completed,56.0,2026-02-04,2026-02-04 21:23:53,True,normal
12821,2872,1606,2026-02-07,2026-02-07 05:59:43,completed,30.0,2026-02-07,2026-02-07 06:29:43,True,normal
12822,2873,1191,2025-01-08,2025-01-08 21:20:10,completed,65.0,2025-01-08,2025-01-08 22:25:10,True,normal
12823,2873,1192,2025-01-10,2025-01-10 11:22:27,completed,34.0,2025-01-10,2025-01-10 11:56:27,True,normal
12824,2873,1193,2025-01-13,2025-01-13 21:27:04,in_progress,23.0,,,True,normal
12825,2875,754,2025-11-23,2025-11-23 09:14:36,completed,12.0,2025-11-23,2025-11-23 09:26:36,True,normal
12826,2875,755,2025-12-02,2025-12-02 21:28:17,completed,32.0,2025-12-02,2025-12-02 22:00:17,True,normal
12827,2875,756,2025-12-10,2025-12-10 17:40:18,completed,21.0,2025-12-10,2025-12-10 18:01:18,True,normal
12828,2875,757,2026-01-03,2026-01-03 16:14:54,completed,20.0,2026-01-03,2026-01-03 16:34:54,True,normal
12829,2876,1124,2026-02-19,2026-02-19 13:21:14,completed,59.0,2026-02-19,2026-02-19 14:20:14,True,normal
12830,2876,1125,,,in_progress,57.0,,,False,normal
12831,2877,1635,2025-02-05,2025-02-05 21:33:27,completed,47.0,2025-02-05,2025-02-05 22:20:27,True,normal
12832,2877,1636,2025-02-14,2025-02-14 20:22:59,completed,26.0,2025-02-14,2025-02-14 20:48:59,True,normal
12833,2877,1637,2025-02-19,2025-02-19 21:48:55,completed,27.0,2025-02-19,2025-02-19 22:15:55,True,normal
12834,2877,1638,2025-03-01,2025-03-01 13:37:06,completed,66.0,2025-03-01,2025-03-01 14:43:06,True,normal
12835,2877,1639,2025-03-03,2025-03-03 19:26:38,completed,34.0,2025-03-03,2025-03-03 20:00:38,True,normal
12836,2877,1640,2025-03-11,2025-03-11 12:59:53,completed,45.0,2025-03-11,2025-03-11 13:44:53,True,normal
12837,2877,1641,2025-03-21,2025-03-21 22:05:30,completed,48.0,2025-03-21,2025-03-21 22:53:30,True,normal
12838,2877,1642,2025-03-31,2025-03-31 19:12:24,completed,18.0,2025-03-31,2025-03-31 19:30:24,True,normal
12839,2877,1643,2025-04-02,2025-04-02 22:47:46,completed,30.0,2025-04-02,2025-04-02 23:17:46,True,normal
12840,2877,1644,2025-04-12,2025-04-12 21:58:08,completed,18.0,2025-04-12,2025-04-12 22:16:08,True,normal
12841,2878,882,2024-12-09,2024-12-09 19:03:52,completed,25.0,2024-12-09,2024-12-09 19:28:52,True,normal
12842,2878,883,2024-12-18,2024-12-18 19:03:09,completed,88.0,2024-12-18,2024-12-18 20:31:09,True,normal
12843,2878,884,2024-12-22,2024-12-22 10:47:39,completed,33.0,2024-12-22,2024-12-22 11:20:39,True,normal
12844,2878,885,2024-12-24,2024-12-24 22:47:23,completed,49.0,2024-12-24,2024-12-24 23:36:23,True,normal
12845,2879,923,2025-02-28,2025-02-28 12:44:24,completed,45.0,2025-02-28,2025-02-28 13:29:24,True,normal
12846,2879,924,2025-03-07,2025-03-07 06:15:10,in_progress,52.0,,,True,normal
12847,2880,1230,2024-09-11,2024-09-11 21:05:48,completed,23.0,2024-09-11,2024-09-11 21:28:48,True,normal
12848,2880,1231,2024-09-19,2024-09-19 13:33:21,completed,72.0,2024-09-19,2024-09-19 14:45:21,True,normal
12849,2880,1232,2024-09-20,2024-09-20 12:15:02,completed,51.0,2024-09-20,2024-09-20 13:06:02,True,normal
12850,2880,1233,2024-09-28,2024-09-28 15:21:22,completed,12.0,2024-09-28,2024-09-28 15:33:22,True,normal
12851,2880,1234,2024-10-05,2024-10-05 21:38:07,completed,35.0,2024-10-05,2024-10-05 22:13:07,True,normal
12852,2880,1235,2024-10-07,2024-10-07 18:25:53,completed,56.0,2024-10-07,2024-10-07 19:21:53,True,normal
12853,2880,1236,2024-10-07,2024-10-07 21:45:34,completed,30.0,2024-10-07,2024-10-07 22:15:34,True,normal
12854,2880,1237,2024-10-14,2024-10-14 15:49:17,completed,13.0,2024-10-14,2024-10-14 16:02:17,True,normal
12855,2880,1238,2024-10-22,2024-10-22 20:34:39,completed,52.0,2024-10-22,2024-10-22 21:26:39,True,normal
12856,2880,1239,2024-10-27,2024-10-27 06:36:45,completed,35.0,2024-10-27,2024-10-27 07:11:45,True,normal
12857,2881,549,2026-04-28,2026-04-28 18:56:00,completed,28.0,2026-04-28,2026-04-28 19:24:00,True,normal
12858,2882,174,2025-12-19,2025-12-19 21:07:23,completed,48.0,2025-12-19,2025-12-19 21:55:23,True,normal
12859,2883,58,2026-02-26,2026-02-26 21:59:31,completed,63.0,2026-02-26,2026-02-26 23:02:31,True,normal
12860,2883,59,2026-03-01,2026-03-01 09:43:50,completed,19.0,2026-03-01,2026-03-01 10:02:50,True,normal
12861,2884,90,2026-03-26,2026-03-26 19:01:30,completed,22.0,2026-03-26,2026-03-26 19:23:30,True,normal
12862,2884,91,2026-04-02,2026-04-02 12:35:24,completed,55.0,2026-04-02,2026-04-02 13:30:24,True,normal
12863,2884,92,2026-04-03,2026-04-03 19:27:18,completed,82.0,2026-04-03,2026-04-03 20:49:18,True,normal
12864,2884,93,2026-04-07,2026-04-07 22:51:14,completed,65.0,2026-04-07,2026-04-07 23:56:14,True,normal
12865,2885,691,2025-12-01,2025-12-01 19:50:28,completed,32.0,2025-12-01,2025-12-01 20:22:28,True,normal
12866,2885,692,2025-12-03,2025-12-03 10:43:15,completed,43.0,2025-12-03,2025-12-03 11:26:15,True,normal
12867,2886,630,2025-12-16,2025-12-16 22:08:15,completed,42.0,2025-12-16,2025-12-16 22:50:15,True,normal
12868,2886,631,2025-12-17,2025-12-17 22:24:28,completed,20.0,2025-12-17,2025-12-17 22:44:28,True,normal
12869,2886,632,2025-12-20,2025-12-20 10:03:50,completed,20.0,2025-12-20,2025-12-20 10:23:50,True,normal
12870,2886,633,2025-12-21,2025-12-21 14:36:59,in_progress,35.0,,,True,normal
12871,2887,1782,2026-04-06,2026-04-06 13:58:42,completed,67.0,2026-04-06,2026-04-06 15:05:42,True,normal
12872,2887,1783,2026-04-16,2026-04-16 07:34:45,completed,40.0,2026-04-16,2026-04-16 08:14:45,True,normal
12873,2887,1784,2026-04-16,2026-04-16 22:13:30,completed,50.0,2026-04-16,2026-04-16 23:03:30,True,normal
12874,2888,1570,2026-03-24,2026-03-24 13:03:37,completed,70.0,2026-03-24,2026-03-24 14:13:37,True,normal
12875,2888,1571,2026-03-28,2026-03-28 11:41:20,completed,46.0,2026-03-28,2026-03-28 12:27:20,True,normal
12876,2889,1124,2026-02-10,2026-02-10 20:44:08,completed,57.0,2026-02-10,2026-02-10 21:41:08,True,normal
12877,2890,923,2025-03-08,2025-03-08 10:46:44,completed,32.0,2025-03-08,2025-03-08 11:18:44,True,normal
12878,2890,924,2025-03-08,2025-03-08 15:07:52,completed,53.0,2025-03-08,2025-03-08 16:00:52,True,normal
12879,2890,925,2025-03-13,2025-03-13 20:45:53,completed,62.0,2025-03-13,2025-03-13 21:47:53,True,normal
12880,2891,888,2026-05-04,2026-05-04 19:58:06,completed,43.0,2026-05-04,2026-05-04 20:41:06,True,normal
12881,2891,889,2026-05-09,2026-05-09 11:12:25,in_progress,23.0,,,True,normal
12882,2892,2179,2026-07-17,2026-07-17 13:40:07,completed,55.0,2026-07-17,2026-07-17 14:35:07,True,normal
12883,2892,2180,2026-07-19,2026-07-19 15:04:20,completed,32.0,2026-07-19,2026-07-19 15:36:20,True,normal
12884,2892,2181,2026-07-27,2026-07-27 21:10:08,completed,30.0,2026-07-27,2026-07-27 21:40:08,True,normal
12885,2892,2182,2026-07-27,2026-07-27 07:10:28,completed,52.0,2026-07-27,2026-07-27 08:02:28,True,normal
12886,2892,2183,2026-07-28,2026-07-28 13:26:41,completed,29.0,2026-07-28,2026-07-28 13:55:41,True,normal
12887,2892,2184,2026-08-06,2026-08-06 12:11:32,completed,42.0,2026-08-06,2026-08-06 12:53:32,True,normal
12888,2892,2185,2026-08-13,2026-08-13 20:48:04,completed,20.0,2026-08-13,2026-08-13 21:08:04,True,normal
12889,2893,1491,2026-01-22,2026-01-22 22:15:08,completed,38.0,2026-01-22,2026-01-22 22:53:08,True,normal
12890,2893,1492,2026-01-29,2026-01-29 11:34:58,in_progress,80.0,,,True,normal
12891,2894,1181,2026-06-16,2026-06-16 21:25:50,completed,97.0,2026-06-16,2026-06-16 23:02:50,True,normal
12892,2894,1182,2026-06-20,2026-06-20 21:58:41,completed,26.0,2026-06-20,2026-06-20 22:24:41,True,normal
12893,2895,23,2026-07-09,2026-07-09 21:53:57,completed,38.0,2026-07-09,2026-07-09 22:31:57,True,normal
12894,2897,255,2026-05-14,2026-05-14 20:53:32,completed,50.0,2026-05-14,2026-05-14 21:43:32,True,normal
12895,2897,256,2026-05-15,2026-05-15 12:31:57,completed,29.0,2026-05-15,2026-05-15 13:00:57,True,normal
12896,2897,257,2026-05-21,2026-05-21 06:16:00,completed,31.0,2026-05-21,2026-05-21 06:47:00,True,normal
12897,2897,258,2026-05-23,2026-05-23 22:29:44,completed,39.0,2026-05-23,2026-05-23 23:08:44,True,normal
12898,2897,259,2026-05-29,2026-05-29 19:06:39,completed,51.0,2026-05-29,2026-05-29 19:57:39,True,normal
12899,2897,260,2026-06-07,2026-06-07 08:47:05,completed,50.0,2026-06-07,2026-06-07 09:37:05,True,normal
12900,2898,1103,2025-11-04,2025-11-04 21:04:21,completed,58.0,2025-11-04,2025-11-04 22:02:21,True,normal
12901,2898,1104,2025-11-06,2025-11-06 20:26:58,in_progress,6.0,,,True,normal
12902,2899,63,2026-04-24,2026-04-24 22:29:23,completed,32.0,2026-04-24,2026-04-24 23:01:23,True,normal
12903,2899,64,2026-04-30,2026-04-30 22:33:23,completed,33.0,2026-04-30,2026-04-30 23:06:23,True,normal
12904,2899,65,2026-05-17,2026-05-17 10:30:04,completed,31.0,2026-05-17,2026-05-17 11:01:04,True,normal
12905,2899,66,2026-06-08,2026-06-08 20:33:43,completed,40.0,2026-06-08,2026-06-08 21:13:43,True,normal
12906,2899,67,2026-06-21,2026-06-21 10:04:02,completed,17.0,2026-06-21,2026-06-21 10:21:02,True,normal
12907,2900,1753,2025-05-21,2025-05-21 22:49:37,completed,44.0,2025-05-21,2025-05-21 23:33:37,True,normal
12908,2900,1754,2025-05-24,2025-05-24 23:23:23,completed,34.0,2025-05-24,2025-05-24 23:57:23,True,normal
12909,2900,1755,2025-05-29,2025-05-29 13:09:55,completed,33.0,2025-05-29,2025-05-29 13:42:55,True,normal
12910,2900,1756,2025-06-01,2025-06-01 08:51:20,completed,53.0,2025-06-01,2025-06-01 09:44:20,True,normal
12911,2900,1757,2025-06-10,2025-06-10 07:23:59,completed,43.0,2025-06-10,2025-06-10 08:06:59,True,normal
12912,2900,1758,2025-06-18,2025-06-18 19:26:52,completed,46.0,2025-06-18,2025-06-18 20:12:52,True,normal
12913,2900,1759,2025-06-27,2025-06-27 22:53:30,completed,24.0,2025-06-27,2025-06-27 23:17:30,True,normal
12914,2900,1760,2025-07-04,2025-07-04 13:15:32,completed,18.0,2025-07-04,2025-07-04 13:33:32,True,normal
12915,2900,1761,2025-07-14,2025-07-14 22:40:29,completed,105.0,2025-07-14,2025-07-15 04:00:29,True,was_extreme_outlier
12916,2900,1762,2025-07-17,2025-07-17 20:21:56,completed,30.0,2025-07-17,2025-07-17 20:51:56,True,normal
12917,2900,1763,2025-07-27,2025-07-27 11:43:32,completed,100.0,2025-07-27,2025-07-27 13:23:32,True,normal
12918,2900,1764,2025-08-03,2025-08-03 01:27:43,completed,16.0,2025-08-03,2025-08-03 01:43:43,True,normal
12919,2901,2425,2026-05-12,2026-05-12 20:44:38,completed,30.0,2026-05-12,2026-05-12 21:14:38,True,normal
12920,2901,2426,2026-05-12,2026-05-12 21:55:16,completed,29.0,2026-05-12,2026-05-12 22:24:16,True,normal
12921,2901,2427,2026-05-17,2026-05-17 10:55:01,in_progress,33.0,,,True,normal
12922,2902,662,2025-11-09,2025-11-09 13:37:33,completed,55.0,2025-11-09,2025-11-09 14:32:33,True,normal
12923,2902,663,2025-11-16,2025-11-16 20:13:34,completed,72.0,2025-11-16,2025-11-16 21:25:34,True,normal
12924,2902,664,2025-11-19,2025-11-19 22:14:39,completed,22.0,2025-11-19,2025-11-19 22:36:39,True,normal
12925,2902,665,2025-11-19,2025-11-19 15:34:06,completed,51.0,2025-11-19,2025-11-19 16:25:06,True,normal
12926,2902,666,2025-11-24,2025-11-24 09:34:38,completed,36.0,2025-11-24,2025-11-24 10:10:38,True,normal
12927,2902,667,2025-12-02,2025-12-02 19:46:32,completed,52.0,2025-12-02,2025-12-02 20:38:32,True,normal
12928,2902,668,2025-12-11,2025-12-11 07:58:35,completed,25.0,2025-12-11,2025-12-11 08:23:35,True,normal
12929,2902,669,2025-12-18,2025-12-18 19:57:20,completed,54.0,2025-12-18,2025-12-18 20:51:20,True,normal
12930,2902,670,2025-12-28,2025-12-28 21:39:43,completed,31.0,2025-12-28,2025-12-28 22:10:43,True,normal
12931,2902,671,2026-01-01,2026-01-01 22:35:11,completed,30.0,2026-01-01,2026-01-01 23:05:11,True,normal
12932,2902,672,2026-01-01,2026-01-01 08:10:52,completed,84.0,2026-01-01,2026-01-01 09:34:52,True,normal
12933,2903,1061,2026-05-11,2026-05-11 21:19:07,completed,53.0,2026-05-11,2026-05-11 22:12:07,True,normal
12934,2904,1455,2025-12-29,2025-12-29 14:40:43,in_progress,26.0,,,True,normal
12935,2905,1860,2026-06-26,2026-06-26 20:39:11,completed,18.0,2026-06-26,2026-06-26 20:57:11,True,normal
12936,2905,1861,2026-07-02,2026-07-02 11:27:13,completed,54.0,2026-07-02,2026-07-02 12:21:13,True,normal
12937,2905,1862,2026-07-09,2026-07-09 21:24:07,completed,25.0,2026-07-09,2026-07-09 21:49:07,True,normal
12938,2905,1863,2026-07-14,2026-07-14 12:06:15,completed,45.0,2026-07-14,2026-07-14 12:51:15,True,normal
12939,2905,1864,2026-07-14,2026-07-14 22:45:48,completed,28.0,2026-07-14,2026-07-14 23:13:48,True,normal
12940,2905,1865,2026-07-19,2026-07-19 23:28:24,completed,37.0,2026-07-19,2026-07-20 00:05:24,True,normal
12941,2905,1866,2026-07-27,2026-07-27 07:08:38,completed,13.0,2026-07-27,2026-07-27 07:21:38,True,normal
12942,2905,1867,2026-08-05,2026-08-05 19:29:24,completed,20.0,2026-08-05,2026-08-05 19:49:24,True,normal
12943,2905,1868,2026-08-12,2026-08-12 19:21:42,completed,48.0,2026-08-12,2026-08-12 20:09:42,True,normal
12944,2905,1869,2026-08-13,2026-08-13 06:33:44,completed,29.0,2026-08-13,2026-08-13 07:02:44,True,normal
12945,2905,1870,2026-08-17,2026-08-17 06:01:13,completed,59.0,2026-08-17,2026-08-17 07:00:13,True,normal
12946,2905,1871,2026-08-25,2026-08-25 12:24:18,completed,40.0,2026-08-25,2026-08-25 13:04:18,True,normal
12947,2906,662,,,completed,64.0,2026-03-11,2026-03-11 14:00:01,False,normal
12948,2906,663,2026-03-11,2026-03-11 20:32:32,completed,68.0,2026-03-11,2026-03-11 21:40:32,True,normal
12949,2906,664,2026-03-19,2026-03-19 19:05:36,completed,42.0,2026-03-19,2026-03-19 19:47:36,True,normal
12950,2906,665,2026-03-27,2026-03-27 13:12:36,completed,45.0,2026-03-27,2026-03-27 13:57:36,True,normal
12951,2906,666,2026-04-04,2026-04-04 07:50:45,completed,24.0,2026-04-04,2026-04-04 08:14:45,True,normal
12952,2906,667,2026-04-11,2026-04-11 11:42:09,completed,68.0,2026-04-11,2026-04-11 12:50:09,True,normal
12953,2906,668,2026-04-12,2026-04-12 10:48:09,completed,33.0,2026-04-12,2026-04-12 11:21:09,True,normal
12954,2907,1424,2025-10-12,2025-10-12 11:43:20,completed,60.0,2025-10-12,2025-10-12 12:43:20,True,normal
12955,2908,1598,2026-04-02,2026-04-02 19:27:46,completed,72.0,2026-04-02,2026-04-02 20:39:46,True,normal
12956,2908,1599,,,completed,37.0,2026-04-03,2026-04-03 22:24:07,False,normal
12957,2908,1600,2026-04-05,2026-04-05 19:31:08,completed,53.0,2026-04-05,2026-04-05 20:24:08,True,normal
12958,2908,1601,,,completed,18.0,2026-04-08,2026-04-08 12:44:43,False,normal
12959,2908,1602,2026-04-18,2026-04-18 20:38:58,completed,43.0,2026-04-18,2026-04-18 21:21:58,True,normal
12960,2909,1985,2025-03-25,2025-03-25 20:57:40,completed,46.0,2025-03-25,2025-03-25 21:43:40,True,normal
12961,2909,1986,2025-04-14,2025-04-14 19:35:52,completed,25.0,2025-04-14,2025-04-14 20:00:52,True,normal
12962,2909,1987,2025-04-26,2025-04-26 21:07:27,completed,59.0,2025-04-26,2025-04-26 22:06:27,True,normal
12963,2909,1988,2025-04-29,2025-04-29 21:03:03,completed,73.0,2025-04-29,2025-04-29 22:16:03,True,normal
12964,2909,1989,2025-05-08,2025-05-08 19:05:17,completed,79.0,2025-05-08,2025-05-08 20:24:17,True,normal
12965,2909,1990,2025-05-16,2025-05-16 19:37:43,completed,23.0,2025-05-16,2025-05-16 20:00:43,True,normal
12966,2909,1991,2025-06-01,2025-06-01 10:20:23,completed,49.0,2025-06-01,2025-06-01 11:09:23,True,normal
12967,2909,1992,,,completed,25.0,2025-06-08,2025-06-08 12:00:14,False,normal
12968,2910,2384,2024-11-07,2024-11-07 12:23:48,completed,83.0,2024-11-07,2024-11-07 13:46:48,True,normal
12969,2910,2385,2024-11-09,2024-11-09 10:28:39,completed,38.0,2024-11-09,2024-11-09 11:06:39,True,normal
12970,2910,2386,2024-11-17,2024-11-17 09:46:58,completed,63.0,2024-11-17,2024-11-17 10:49:58,True,normal
12971,2910,2387,2024-11-25,2024-11-25 19:01:29,completed,18.0,2024-11-25,2024-11-25 19:19:29,True,normal
12972,2910,2388,2024-12-02,2024-12-02 22:59:01,completed,65.0,2024-12-02,2024-12-03 00:04:01,True,normal
12973,2910,2389,2024-12-06,2024-12-06 12:29:05,completed,38.0,2024-12-06,2024-12-06 13:07:05,True,normal
12974,2910,2390,2024-12-09,2024-12-09 20:29:53,completed,36.0,2024-12-09,2024-12-09 21:05:53,True,normal
12975,2910,2391,2024-12-11,2024-12-11 22:48:23,completed,50.0,2024-12-11,2024-12-11 23:38:23,True,normal
12976,2910,2392,2024-12-15,2024-12-15 20:33:54,completed,57.0,2024-12-15,2024-12-15 21:30:54,True,normal
12977,2912,758,2025-07-25,2025-07-25 06:07:01,completed,60.0,2025-07-25,2025-07-25 07:07:01,True,normal
12978,2912,759,2025-07-28,2025-07-28 09:14:26,completed,38.0,2025-07-28,2025-07-28 09:52:26,True,normal
12979,2913,1737,2026-06-30,2026-06-30 21:36:41,completed,74.0,2026-06-30,2026-06-30 22:50:41,True,normal
12980,2913,1738,2026-07-07,2026-07-07 22:22:41,completed,52.0,2026-07-07,2026-07-07 23:14:41,True,normal
12981,2913,1739,2026-07-14,2026-07-14 21:48:40,completed,19.0,2026-07-14,2026-07-14 22:07:40,True,normal
12982,2913,1740,2026-07-20,2026-07-20 08:16:47,completed,21.0,2026-07-20,2026-07-20 08:37:47,True,normal
12983,2913,1741,2026-07-26,2026-07-26 09:09:15,in_progress,31.0,,,True,normal
12984,2914,1928,2026-02-14,2026-02-14 19:49:13,completed,7.0,2026-02-14,2026-02-14 19:56:13,True,normal
12985,2914,1929,2026-02-19,2026-02-19 07:47:54,completed,39.0,2026-02-19,2026-02-19 08:26:54,True,normal
12986,2915,2006,2026-01-08,2026-01-08 06:09:14,completed,34.0,2026-01-08,2026-01-08 06:43:14,True,normal
12987,2916,2416,2026-03-15,2026-03-15 16:55:43,completed,5.0,2026-03-15,2026-03-15 17:00:43,True,normal
12988,2916,2417,2026-03-22,2026-03-22 21:14:43,completed,50.0,2026-03-22,2026-03-22 22:04:43,True,normal
12989,2916,2418,2026-04-14,2026-04-14 07:31:28,completed,60.0,2026-04-14,2026-04-14 10:31:28,True,was_extreme_outlier
12990,2916,2419,2026-04-27,2026-04-27 07:14:21,completed,11.0,2026-04-27,2026-04-27 07:25:21,True,normal
12991,2916,2420,2026-05-06,2026-05-06 19:02:11,completed,61.0,2026-05-06,2026-05-06 20:03:11,True,normal
12992,2917,786,2025-10-11,2025-10-11 18:26:06,completed,45.0,2025-10-11,2025-10-11 19:11:06,True,normal
12993,2917,787,2025-10-14,2025-10-14 20:00:06,completed,67.0,2025-10-14,2025-10-14 21:07:06,True,normal
12994,2917,788,2025-10-15,2025-10-15 22:03:16,completed,60.0,2025-10-15,2025-10-15 23:03:16,True,normal
12995,2917,789,2025-10-25,2025-10-25 21:08:13,completed,10.0,2025-10-25,2025-10-25 21:18:13,True,normal
12996,2917,790,2025-10-27,2025-10-27 17:47:01,completed,104.0,2025-10-27,2025-10-27 19:31:01,True,normal
12997,2917,791,2025-11-03,2025-11-03 23:48:33,completed,33.0,2025-11-03,2025-11-04 00:21:33,True,normal
12998,2917,792,2025-11-07,2025-11-07 16:35:10,completed,49.0,2025-11-07,2025-11-07 17:24:10,True,normal
12999,2917,793,2025-11-16,2025-11-16 16:27:40,completed,26.0,2025-11-16,2025-11-16 16:53:40,True,normal
13000,2917,794,2025-11-21,2025-11-21 19:57:07,completed,11.0,2025-11-21,2025-11-21 20:08:07,True,normal
13001,2918,2154,2026-05-18,2026-05-18 08:13:20,completed,52.0,2026-05-18,2026-05-18 09:05:20,True,normal
13002,2918,2155,2026-05-27,2026-05-27 09:40:04,completed,5.0,2026-05-27,2026-05-27 09:45:04,True,normal
13003,2918,2156,2026-06-01,2026-06-01 18:12:48,completed,10.0,2026-06-01,2026-06-01 18:22:48,True,normal
13004,2918,2157,2026-06-05,2026-06-05 12:11:18,completed,41.0,2026-06-05,2026-06-05 12:52:18,True,normal
13005,2918,2158,2026-06-14,2026-06-14 09:01:11,completed,54.0,2026-06-14,2026-06-14 09:55:11,True,normal
13006,2918,2159,2026-06-15,2026-06-15 22:06:02,completed,65.0,2026-06-15,2026-06-15 23:11:02,True,normal
13007,2918,2160,2026-06-17,2026-06-17 15:11:45,completed,65.0,2026-06-17,2026-06-17 16:16:45,True,normal
